bin,bank,type,length
622677,CCB,CC,16
622678,CITIC,CC,16
622679,CITIC,CC,16
622680,CITIC,CC,16
622681,JXRCU,DC,19
622682,JXRCU,DC,19
622683,JXRCU,DC,19
622684,BOHAIB,DC,16
622685,CEB,CC,16
622686,ZJNX,CC,16
622687,CEB,CC,16
622688,CITIC,CC,16
622689,CITIC,CC,16
622690,CITIC,DC,16
622691,CITIC,DC,16
622692,CITIC,DC,16
622693,SPDB,CC,16
622696,CITIC,DC,16
622698,CITIC,DC,16
622700,CCB,DC,19
622707,CCB,DC,16
622708,CCB,CC,16
622717,ZJTLCB,SCC,16
622722,SHRCB,CC,16
622740,MTBANK,CC,16
62275,BOC,CC,16
622760,BOC,CC,16
622761,BOC,CC,16
622762,BOC,CC,16
622763,BOC,CC,16
622764,BOC,CC,16
622765,BOC,CC,16
622766,CITIC,CC,16
622767,CITIC,CC,16
622768,CITIC,CC,16
622775,WHBMA,CC,16
622777,QJCCB,DC,16
622778,NBBANK,CC,16
622785,WHBMA,CC,16
622802,FJNX,CC,16
622806,ICBC,DC,18
622808,CDRCB,CC,16
622809,HRBANK,CC,16
622810,PSBC,CC,16
622811,PSBC,CC,16
622812,PSBC,CC,16
622813,CDCB,CC,16
622815,JSRCU,CC,16
622816,JSRCU,CC,16
622817,BOQH,CC,16
622818,CDCB,CC,16
622820,ABC,SCC,16
622821,ABC,DC,19
622822,ABC,DC,19
622823,ABC,DC,19
622824,ABC,DC,19
622825,ABC,DC,19
622826,ABC,DC,19
622827,ABC,DC,19
622828,ABC,DC,19
622829,TRCB,CC,16
622830,ABC,SCC,16
622835,PSBC,CC,16
622836,ABC,CC,16
622837,ABC,CC,16
622838,ABC,CC,16
622839,ABC,CC,16
622841,ABC,DC,19
622843,ABC,DC,19
622844,ABC,DC,19
622845,ABC,DC,19
622846,ABC,DC,19
622847,ABC,DC,19
622848,ABC,DC,19
622849,ABC,DC,19
622851,BJBANK,CC,16
622852,BJBANK,CC,16
622853,BJBANK,CC,16
622855,BOSZ,DC,19
622856,GLBANK,DC,17
622857,RZB,DC,19
622858,ZJNX,DC,19
622859,GDRCC,DC,19
622860,DAQINGB,DC,16
622861,WHB,DC,16
622862,WHB,DC,16
622864,LSBANK,DC,16
622865,JLBANK,DC,19
622866,JSBANK,DC,19
622867,CRCBANK,DC,16
622868,WZCB,CC,16
622869,TCRCB,DC,19
622870,CJCCB,DC,16
622871,WHB,DC,16
622876,JSBANK,DC,19
622877,HSBANK,DC,19
622878,HZCB,DC,18
622879,HSBANK,DC,19
622880,LZCCB,DC,16
622881,LZCCB,DC,16
622882,SXRCU,DC,19
622883,HKBEA,CC,16
622884,BOHAIB,DC,16
622885,CRCBANK,DC,16
622886,YTBANK,DC,16
622891,CZRCB,DC,19
622892,SHBANK,DC,18
622893,GZRCU,DC,19
622895,WRCB,DC,16
622897,CGNB,DC,19
622898,CSCB,CC,16
622899,WZCB,CC,16
622900,CSCB,CC,16
622901,CIB,CC,16
622902,CIB,CC,16
622906,SLH,CC,16
622908,CIB,DC,18
622909,CIB,DC,18
622910,ICBC,CC,16
622916,CITIC,CC,16
622918,CITIC,CC,16
622919,CITIC,CC,16
622921,BHB,CC,16
622922,CIB,CC,16
622932,WHB,DC,16
622933,HKBEA,DC,19
622935,JLRCU,DC,19
622936,BOCD,DC,19
622937,DZBANK,DC,19
622938,HKBEA,DC,19
622939,ZYCBANK,DC,17
622940,SZSBK,DC,19
622941,AEON,DC,16
622942,SCB,DC,16
622943,HKBEA,DC,19
622944,ICBC,DC,16
622945,CCQTGB,DC,16
622946,HSBC,DC,16
622947,NXRCU,DC,19
622948,SCB,DC,16
622950,HSB,DC,16
622951,HSB,DC,16
622952,SHBANK,DC,16
622953,ARCU,DC,19
622955,SJBANK,DC,16
622957,WHB,DC,16
622958,WHB,DC,16
622959,HBC,DC,19
622960,HDBANK,DC,18
622961,ZYCBANK,DC,16
622962,CZCCB,DC,17
622963,WHB,DC,16
622966,CCB,DC,16
622967,GZB,DC,19
622968,SXRCU,DC,19
622970,WLB,DC,17
622971,WLB,DC,17
622972,TACCB,DC,19
622973,WHBANK,DC,19
622974,AEON,DC,16
6229756114,QDRCB,DC,19
6229756115,BJRCB,DC,19
622976,NMGNXS,DC,19
622977,DAQINGB,DC,19
622978,ORBANK,DC,19
622979,ZYB,DC,19
622980,YXCCB,DC,19
622982,ZJKCCB,DC,19
622983,SPABANK,DC,16
622985,SHBANK,DC,18
622986,SPABANK,DC,16
622987,SHBANK,DC,18
622988,CCB,DC,16
622989,SPABANK,DC,16
622990,BOJZ,DC,17
622991,HNRCU,DC,18
622992,GXRCU,DC,19
622993,DLB,DC,19
622994,SCB,DC,16
622995,WJRCB,DC,16
622996,CDCB,DC,19
622997,CDCB,DC,19
622998,CITIC,DC,16
622999,CITIC,DC,16
623000,BHB,DC,19
623001,BGB,DC,16
623002,ICBC,DC,18
623003,QHDBANK,DC,19
623007,LSBC,DC,19
623010,BOD,DC,19
623013,HNRCU,DC,18
623016,CQBANK,DC,16
623017,QHRC,DC,16
623018,ABC,DC,19
623019,XMBANK,DC,19
623020,HXBANK,DC,16
623021,HXBANK,DC,16
623022,HXBANK,DC,16
623023,HXBANK,DC,16
623025,HBRCU,DC,19
623026,SXCB,DC,16
623027,SXRCCU,DC,19
623029,HKB,DC,16
623033,WHRCB,DC,19
623035,SRCB,DC,16
623036,FJNX,DC,19
623038,DRCBCL,DC,19
623039,TZCB,DC,19
623051,SXRCU,DC,19
623052,ABC,DC,19
623058,SPABANK,DC,19
623059,HNRCU,DC,18
623060,BOCD,DC,19
623061,HZCB,DC,18
623062,ICBC,DC,19
623065,GSRCU,DC,19
623066,JSRCU,DC,19
623067,JHBANK,DC,16
623068,HSBK,DC,19
623069,DLB,DC,19
623070,DLB,DC,19
623071,CSRCB,DC,19
623072,CGNB,DC,19
623076,HBC,DC,19
623077,RZB,DC,19
623078,EGBANK,DC,19
623081,SJBANK,DC,16
623088,CDRCB,DC,19
623089,NXBANK,DC,19
623090,HNRCC,DC,19
623091,ZJNX,DC,19
623093,ORBANK,DC,19
623094,CCB,DC,19
623095,NXRCU,DC,19
623096,CQBANK,DC,19
623100,ICBC,DC,18
623101,DZBANK,DC,19
623102,WHCCB,DC,19
623103,TRCB,DC,19
623105,HKB,DC,16
623106,HSB,DC,17
623107,HSB,DC,19
623108,SJBANK,DC,16
623109,TJBHB,DC,19
623110,WJRCB,DC,16
623111,BJBANK,DC,16
623112,WZCB,DC,19
623113,GHB,DC,19
623115,JRCB,DC,16
623116,JNBANK,DC,19
623123,ZRCBANK,DC,17
623125,WRCB,DC,16
623126,CMB,DC,16
623131,JLBANK,DC,19
623132,KSRB,DC,19
623133,GXRCU,DC,19
623135,YXCCB,DC,19
623136,CMB,DC,16
623146,JJBANK,DC,19
623150,CJCCB,DC,16
623151,LYCB,DC,19
623152,BOP,DC,19
623153,WHBANK,DC,19
623156,CEB,DC,16
623162,SHRCB,DC,19
623163,ICBC,DC,19
623170,QDCCB,DC,19
623177,BOYK,DC,19
623178,SNCCB,DC,19
623179,JSB,DC,19
623181,JLRCU,DC,19
623182,GSBANK,DC,19
623183,SHBANK,DC,18
623184,BOC,DC,19
623185,SHBANK,DC,18
623188,ASCB,DC,16
623189,CZRCB,DC,19
623190,YNRCC,DC,19
623197,JINCHB,DC,19
623205,JZCBANK,DC,19
623206,ABC,DC,19
623207,WHRCB,DC,19
623208,BOC,DC,19
623211,CCB,DC,19
623218,PSBC,DC,19
623220,ARCU,DC,19
623221,GLBANK,DC,17
623501,HBRCU,DC,19
623513,HANABANK,DC,16
623518,DAQINGB,DC,19
623521,BOSZ,DC,19
623531,ZZBANK,DC,19
623535,ZJTLCB,DC,16
623568,BOJZ,DC,19
623569,BOC,DC,19
623570,YDNSCZYH,DC,19
623571,BOC,DC,19
623572,BOC,DC,19
623573,BOC,DC,19
623575,BOC,DC,19
623586,BOC,DC,19
623627,GHB,DC,19
623644,CCB,DC,19
623660,ZYB,DC,16
623668,CCB,DC,19
623669,CCB,DC,19
623683,CMBC,DC,16
623698,PSBC,DC,19
623699,PSBC,DC,19
625001,TZCB,SCC,16
625008,CHB,CC,16
625009,CHB,CC,16
625014,BCDMMA,CC,16
625016,BCDMMA,CC,16
625024,HSB,CC,16
625025,HANABANK,CC,16
625026,HSB,CC,16
625028,COMMHK,CC,16
625034,HSBC,CC,16
625040,BOC,CC,16
625044,NCB,CC,16
625046,NCB,CC,16
625048,CYBC,CC,16
625050,GCB,CC,16
625053,CYBC,CC,16
625055,BOC,CC,16
625058,NCB,CC,16
625060,CYBC,CC,16
625062,WLBHK,CC,16
625063,WLBHK,CC,16
625071,GDB,CC,16
625072,GDB,CC,16
625073,GDB,CC,16
625080,GRCB,CC,16
625082,CIB,CC,16
625083,CIB,CC,16
625084,CIB,CC,16
625085,CIB,CC,16
625086,CIB,CC,16
625087,CIB,CC,16
625088,SDEB,CC,16
625090,DAQINGB,CC,16
625099,SHBANK,CC,16
625101,CSRCB,CC,16
625102,HSBC,CC,16
625107,SHCBHK,CC,16
625141,BOC,CC,16
625143,BOC,CC,16
625158,YDRCB,CC,16
625165,CSRCB,CC,16
62519321,CEB,CC,16
62519323,ZBCB,CC,16
62519325,GDRCC,CC,16
62519326,FBBANK,CC,16
62519327,GDRCC,CC,16
62519329,GDRCC,CC,16
625196,TFB,CC,16
625198,TFB,CC,16
625247,ICBC,CC,16
625249,ICBC,CC,16
625288,DRCBCL,CC,16
625336,ABC,CC,16
625337,BOC,CC,16
625339,CEB,CC,16
625360,SPABANK,CC,16
625361,SPABANK,CC,16
625362,CCB,CC,16
625363,CCB,CC,16
625365,XABANK,CC,16
625367,PSBC,CC,16
625368,PSBC,CC,16
625369,GLBANK,CC,16
625500,SHRCB,CC,16
625516,CDRCB,SCC,16
625519,HNRCC,DC,16
625529,NXBANK,CC,16
625577,HRBANK,CC,16
625588,DAQINGB,CC,16
625603,PSBC,CC,16
625808,GDB,CC,16
625809,GDB,CC,16
625810,GDB,CC,16
625811,SJBANK,CC,16
625826,ABC,CC,16
625827,ABC,CC,16
625858,ICBC,CC,16
625859,ICBC,CC,16
625901,CSCB,CC,16
625902,JSBANK,CC,16
625905,BOC,CC,16
625906,BOC,CC,16
625907,BOC,CC,16
625908,BOC,CC,16
625909,BOC,CC,16
625910,BOC,CC,16
625911,CMBC,CC,16
625912,CMBC,CC,16
625913,CMBC,CC,16
625915,ICBC,CC,16
625916,ICBC,CC,16
625917,ICBC,CC,16
625919,PSBC,CC,16
625950,BSB,CC,16
625955,CCB,DC,16
625956,CCB,DC,16
625957,SPDB,CC,16
625958,SPDB,CC,16
625959,BOQH,CC,16
625960,CIB,CC,16
625961,CIB,CC,16
625962,CIB,CC,16
625963,CIB,CC,16
625964,CCB,CC,16
625965,CCB,CC,16
625966,CCB,CC,16
625967,HXBANK,CC,16
625968,HXBANK,CC,16
625969,HXBANK,CC,16
625970,SPDB,CC,16
625971,SPDB,CC,16
625975,CEB,CC,16
625976,CEB,CC,16
625977,CEB,CC,16
625978,CEB,CC,16
625979,CEB,CC,16
625980,CEB,CC,16
625981,CEB,CC,16
625993,SPDB,CC,16
625996,ABC,CC,16
625997,ABC,CC,16
625998,ABC,CC,16
627066,SPABANK,CC,16
627067,SPABANK,CC,16
627068,SPABANK,CC,16
627069,SPABANK,CC,16
628200,HKB,CC,16
628201,CEB,CC,16
628202,CEB,CC,16
628203,BJBANK,CC,16
628204,JHBANK,CC,16
628205,TCCB,CC,16
628206,CITIC,CC,16
628207,NBBANK,CC,16
628208,CITIC,CC,16
628209,CITIC,CC,16
628210,JSBANK,CC,16
628211,SHRCB,CC,16
628212,CIB,CC,16
628213,GYCB,CC,16
628214,NXBANK,CC,16
628217,DYCCB,CC,16
628219,GLBANK,CC,16
628220,CQBANK,CC,16
628221,SPDB,CC,16
628222,SPDB,CC,16
628223,SRBANK,CC,16
628224,HRBANK,CC,16
628226,JSRCU,CC,16
628227,BGB,CC,16
628228,CDCB,CC,16
628229,CDB,CC,16
628230,SHBANK,CC,16
628231,FDB,CC,16
628232,FJNX,CC,16
628233,GZB,CC,16
628234,WHCCB,CC,16
628236,HZCB,CC,16
628238,JJBANK,CC,16
628239,QDCCB,CC,16
628242,NJCB,CC,16
628248,WJRCB,CC,16
628250,CZCB,CC,16
628251,HSBANK,CC,16
628252,H3CB,CC,16
628253,ORBANK,CC,16
628255,WZCB,CC,16
628257,RZB,CC,16
628258,CMBC,CC,16
628259,GDB,CC,16
628260,GDB,CC,16
628261,BOJZ,CC,16
628262,CMB,CC,16
628263,LZYH,CC,16
628267,CRCBANK,CC,16
628268,ABC,CC,16
628269,ABC,CC,16
628271,ZYB,CC,16
628272,CSRCB,CC,16
628279,LSBANK,CC,16
628280,ZJNX,CC,16
628281,CSCB,CC,16
628282,CSCB,CC,16
628283,CSCB,CC,16
628285,SJBANK,CC,16
628286,ICBC,CC,16
628287,BOQH,CC,16
628288,ICBC,CC,16
628299,DLB,CC,16
628300,NBYZ,CC,16
628301,TRCB,CC,16
628305,NCB,CC,16
628306,HZCCB,CC,16
628307,YNRCC,CC,16
628308,CDRCB,CC,16
628310,PSBC,CC,16
628311,ZBCB,CC,16
628312,BOC,CC,16
628317,CCB,CC,16
628318,HXBANK,CC,16
628321,BHB,CC,16
628322,SDEB,CC,16
628333,DAQINGB,CC,16
628359,LSBC,CC,16
628362,CMB,CC,16
628366,CCB,CC,16
628367,GCB,CC,16
628368,DAQINGB,CC,16
628369,WRCB,CC,16
628370,CITIC,CC,16
628371,CITIC,CC,16
628372,CITIC,CC,16
628379,QLBANK,CC,16
628381,JRCB,CC,16
628382,YDRCB,CC,16
628386,SLH,CC,16
628391,BANKWF,CC,16
628397,DZBANK,CC,16
683970,BOQZ,DC,18
6886592,XMCCB,DC,18
690755,CMB,DC,15
690755,CMB,DC,18
694301,CSCB,DC,18
69580,JSBANK,DC,18
84301,SPDB,DC,16
84336,SPDB,DC,16
84342,SPDB,DC,16
84361,SPDB,DC,16
84373,SPDB,DC,16
84380,SPDB,DC,16
84385,SPDB,DC,16
84390,SPDB,DC,16
87000,SPDB,DC,16
87010,SPDB,DC,16
87030,SPDB,DC,16
87040,SPDB,DC,16
87050,SPDB,DC,16
900000,ICBC,DC,19
900003,CMBC,DC,16
900010,ICBC,DC,19
900105,SDRCU,DC,16
900205,SDRCU,DC,16
90030,CEB,DC,16
90592,CIB,DC,16
909810,GZRCU,DC,18
9111,GDB,DC,19
920000,CEP,DC,16
921000,CEP,PC,19
940001,URMQCCB,DC,19
940002,ASCB,DC,16
940003,BOJZ,DC,17
940006,NCB,DC,17
940008,QLBANK,DC,19
940012,JLBANK,DC,16
940013,SHRCB,DC,16
940015,TCCB,DC,18
940016,GCB,DC,19
940017,NTCCB,DC,18
940018,CQBANK,DC,16
940020,CRCBANK,DC,16
940021,SHBANK,DC,18
940022,NBBANK,DC,16
940023,XMBANK,DC,16
940025,ZJCCB,DC,16
940027,CDCB,DC,19
940029,KSRCB,DC,19
940030,CSRCB,DC,19
940031,JSB,DC,17
940032,HBC,DC,16
940034,EGBANK,DC,17
940035,GZRCU,DC,18
940037,NHB,DC,18
940038,SDEB,DC,16
940039,SJBANK,DC,16
940040,LZYH,DC,16
940041,BOL,DC,17
940042,KMRCU,DC,18
940043,LYCB,DC,17
940044,WHRCB,DC,17
940046,BHB,DC,19
94004602,QHDCCB,DC,19
94004604,BOCZ,DC,19
940047,JLBANK,DC,16
940048,ZHCCB,DC,19
940049,HRBANK,DC,18
940050,BOD,DC,16
940051,JHBANK,DC,16
940053,FSCCB,DC,18
940054,HLDCCB,DC,16
940055,HBC,DC,17
940056,ZZCCB,DC,17
940057,ZBCB,DC,17
940058,JRCB,DC,16
940060,BODD,DC,16
940061,QDCCB,DC,16
940062,DRCBCL,DC,19
940063,ZRCBANK,DC,17
940065,RZCCB,DC,19
940066,LSB,DC,19
940068,BOQH,DC,17
940069,TZCB,DC,17
940070,YCCCB,DC,16
940071,CSCB,DC,19
940072,BANKWF,DC,16
940073,GZB,DC,19
940074,BOQZ,DC,18
940076,JSBANK,DC,16
955100,PSBC,DC,19
95555,CMB,DC,16
955590,COMM,CC,16
955591,COMM,CC,16
955592,COMM,CC,16
955593,COMM,CC,16
9558,ICBC,DC,19
95588,ICBC,DC,19
95595,ABC,DC,19
95596,ABC,DC,19
95597,ABC,DC,19
95598,ABC,DC,19
95599,ABC,DC,19
966666,CIB,DC,18
96828,ZZCCB,DC,16
968807,CITIC,DC,16
968808,CITIC,DC,16
968809,CITIC,DC,16
984301,SPDB,DC,16
984303,SPDB,DC,16
985262,SDEB,DC,16
9896,CQBANK,DC,16
990871,FDB,DC,18
998800,SPABANK,DC,16
998801,SPABANK,CC,16
998802,SPABANK,CC,16
999999,HXBANK,DC,16
